Onset,Duration,Annotation
+914.8302,,normal beat
+915.6080,,normal beat
+916.4219,,normal beat
+917.2664,,normal beat
+918.1219,,normal beat
+918.9414,,normal beat
+919.7886,,normal beat
+920.5858,,normal beat
+921.3997,,normal beat
+922.1914,,normal beat
+922.9969,,normal beat
+923.8552,,normal beat
+924.7136,,normal beat
+925.5525,,normal beat
+926.3302,,normal beat
+927.1330,,normal beat
+927.9330,,normal beat
+928.7441,,normal beat
+929.5636,,normal beat
+930.3969,,normal beat
+931.2441,,normal beat
+932.0636,,normal beat
+932.8414,,normal beat
+933.6108,,normal beat
+934.4025,,normal beat
+935.2191,,normal beat
+936.0525,,normal beat
+936.8914,,normal beat
+937.6969,,normal beat
+938.5052,,normal beat
+939.2914,,normal beat
+940.0886,,normal beat
+940.8886,,normal beat
+941.7358,,normal beat
+942.5747,,normal beat
+943.4275,,normal beat
+944.2386,,normal beat
+945.0136,,normal beat
+945.8108,,normal beat
+946.6108,,normal beat
+947.4302,,normal beat
+948.2747,,normal beat
+949.1219,,normal beat
+949.9275,,normal beat
+950.7386,,normal beat
+951.5191,,normal beat
+952.2830,,normal beat
+953.0969,,normal beat
+953.9136,,normal beat
+954.7358,,normal beat
+955.5413,,normal beat
+956.3302,,normal beat
+957.0997,,normal beat
+957.8969,,normal beat
+958.6913,,normal beat
+959.4858,,normal beat
+960.3386,,normal beat
+961.1580,,normal beat
+961.9663,,normal beat
+962.7663,,normal beat
+963.3441,,atrial premature contraction
+964.2969,,normal beat
+965.1497,,normal beat
+965.9969,,normal beat
+966.8413,,normal beat
+967.6858,,normal beat
+968.4941,,normal beat
+969.2608,,normal beat
+970.0580,,normal beat
+970.8386,,normal beat
+971.6775,,normal beat
+972.5330,,normal beat
+973.3608,,normal beat
+974.1441,,normal beat
+974.9441,,normal beat
+975.7358,,normal beat
+976.3358,,atrial premature contraction
+977.2802,,normal beat
+978.0969,,normal beat
+978.9330,,normal beat
+979.7525,,normal beat
+980.5163,,normal beat
+981.2691,,normal beat
+982.0747,,normal beat
+982.8663,,normal beat
+983.6886,,normal beat
+984.5163,,normal beat
+985.3247,,normal beat
+986.1525,,normal beat
+986.9497,,normal beat
+987.7191,,normal beat
+988.4941,,normal beat
+989.3469,,normal beat
+990.1747,,normal beat
+990.9941,,normal beat
+991.7913,,normal beat
+992.5747,,normal beat
+993.3608,,normal beat
+994.1663,,normal beat
+994.9608,,normal beat
+995.7830,,normal beat
+996.6330,,normal beat
+997.4608,,normal beat
+998.2358,,normal beat
+998.9830,,normal beat
+999.7302,,normal beat
+1000.5052,,normal beat
+1001.3080,,normal beat
+1002.1191,,normal beat
+1002.9191,,normal beat
+1003.7302,,normal beat
+1004.5136,,normal beat
+1005.2608,,normal beat
+1006.0052,,normal beat
+1006.8080,,normal beat
+1007.5886,,normal beat
+1008.4052,,normal beat
+1009.2163,,normal beat
+1010.0163,,normal beat
+1010.7719,,normal beat
+1011.5497,,normal beat
+1012.3497,,normal beat
+1013.1386,,normal beat
+1013.9497,,normal beat
+1014.8052,,normal beat
+1015.6663,,normal beat
+1016.4274,,normal beat
+1017.1969,,normal beat
+1018.0052,,normal beat
+1018.8274,,normal beat
+1019.6191,,normal beat
+1020.4524,,normal beat
+1021.3163,,normal beat
+1022.1108,,normal beat
+1022.9080,,normal beat
+1023.6969,,normal beat
+1024.5108,,normal beat
+1025.3024,,normal beat
+1026.1386,,normal beat
+1026.9830,,normal beat
+1027.8052,,normal beat
+1028.5524,,normal beat
+1029.3247,,normal beat
+1030.1163,,normal beat
+1030.9191,,normal beat
+1031.6830,,normal beat
+1032.5080,,normal beat
+1033.3524,,normal beat
+1034.1635,,normal beat
+1034.8802,,normal beat
+1035.6497,,normal beat
+1036.4524,,normal beat
+1037.2997,,normal beat
+1038.0885,,normal beat
+1038.8885,,normal beat
+1039.7302,,normal beat
+1040.5413,,normal beat
+1041.2635,,normal beat
+1042.0108,,normal beat
+1042.8108,,normal beat
+1043.6524,,normal beat
+1044.4385,,normal beat
+1045.2413,,normal beat
+1046.0441,,normal beat
+1046.8358,,normal beat
+1047.4469,,atrial premature contraction
+1048.3441,,normal beat
+1049.1663,,normal beat
+1050.0135,,normal beat
+1050.8552,,normal beat
+1051.6885,,normal beat
+1052.4608,,normal beat
+1053.2191,,normal beat
+1053.9969,,normal beat
+1054.8080,,normal beat
+1055.6191,,normal beat
+1056.4219,,normal beat
+1057.2497,,normal beat
+1058.0497,,normal beat
+1058.8135,,normal beat
+1059.5885,,normal beat
+1060.3441,,normal beat
+1061.1497,,normal beat
+1061.9663,,normal beat
+1062.7969,,normal beat
+1063.5969,,normal beat
+1064.3969,,normal beat
+1065.1580,,normal beat
+1065.9524,,normal beat
+1066.7413,,normal beat
+1067.5469,,normal beat
+1068.3719,,normal beat
+1069.2080,,normal beat
+1070.0135,,normal beat
+1070.7969,,normal beat
+1071.5774,,normal beat
+1072.3608,,normal beat
+1073.1913,,normal beat
+1074.0246,,normal beat
+1074.8358,,normal beat
+1075.6691,,normal beat
+1076.4802,,normal beat
+1077.2524,,normal beat
+1078.0108,,normal beat
+1078.8135,,normal beat
+1079.6413,,normal beat
+1080.4969,,normal beat
+1081.3246,,normal beat
+1082.1191,,normal beat
+1082.9441,,normal beat
+1083.7469,,normal beat
+1084.5385,,normal beat
+1085.3608,,normal beat
+1086.2191,,normal beat
+1087.0663,,normal beat
+1087.8913,,normal beat
+1088.6774,,normal beat
+1089.4552,,normal beat
+1090.2580,,normal beat
+1091.0552,,normal beat
+1091.8802,,normal beat
+1092.7135,,normal beat
+1093.5385,,normal beat
+1094.3246,,normal beat
+1095.1191,,normal beat
+1095.8858,,normal beat
+1096.6691,,normal beat
+1097.4885,,normal beat
+1098.3358,,normal beat
+1099.1580,,normal beat
+1099.9691,,normal beat
+1100.7441,,normal beat
+1101.5358,,normal beat
+1102.3469,,normal beat
+1103.1469,,normal beat
+1103.7080,,atrial premature contraction
+1104.7330,,normal beat
+1105.5746,,normal beat
+1106.3719,,normal beat
+1107.1358,,normal beat
+1107.9246,,normal beat
+1108.7191,,normal beat
+1109.5441,,normal beat
+1110.3608,,normal beat
+1111.1746,,normal beat
+1112.0024,,normal beat
+1112.7746,,normal beat
+1113.5469,,normal beat
+1114.3413,,normal beat
+1115.1469,,normal beat
+1115.9913,,normal beat
+1116.8357,,normal beat
+1117.6691,,normal beat
+1118.4607,,normal beat
+1119.2580,,normal beat
+1120.0413,,normal beat
+1120.8580,,normal beat
+1121.6774,,normal beat
+1122.4996,,normal beat
+1123.3413,,normal beat
+1124.1580,,normal beat
+1124.9441,,normal beat
+1125.7080,,normal beat
+1126.5080,,normal beat
+1127.3219,,normal beat
+1128.1413,,normal beat
+1128.9580,,normal beat
+1129.7635,,normal beat
+1130.5691,,normal beat
+1131.3552,,normal beat
+1132.1080,,normal beat
+1132.9135,,normal beat
+1133.7524,,normal beat
+1134.5885,,normal beat
+1135.4052,,normal beat
+1136.1941,,normal beat
+1136.9830,,normal beat
+1137.7691,,normal beat
+1138.5580,,normal beat
+1139.3802,,normal beat
+1140.2135,,normal beat
+1141.0580,,normal beat
+1141.8635,,normal beat
+1142.6441,,normal beat
+1143.4219,,normal beat
+1144.2080,,normal beat
+1145.0163,,normal beat
+1145.8663,,normal beat
+1146.7107,,normal beat
+1147.5246,,normal beat
+1148.3385,,normal beat
+1149.1441,,normal beat
+1149.9135,,normal beat
+1150.6913,,normal beat
+1151.5024,,normal beat
+1152.3524,,normal beat
+1153.1746,,normal beat
+1153.9718,,normal beat
+1154.7302,,normal beat
+1155.5385,,normal beat
+1156.3191,,normal beat
+1157.0968,,normal beat
+1157.9135,,normal beat
+1158.7552,,normal beat
+1159.5691,,normal beat
+1160.3552,,normal beat
+1161.1274,,normal beat
+1161.8968,,normal beat
+1162.7135,,normal beat
+1163.5163,,normal beat
+1164.3191,,normal beat
+1165.1468,,normal beat
+1165.9580,,normal beat
+1166.7274,,normal beat
+1167.5052,,normal beat
+1168.2857,,normal beat
+1169.0913,,normal beat
+1169.9246,,normal beat
+1170.7607,,normal beat
+1171.5718,,normal beat
+1172.2052,,atrial premature contraction
+1173.1107,,normal beat
+1173.8968,,normal beat
+1174.4941,,atrial premature contraction
+1175.4552,,normal beat
+1176.2830,,normal beat
+1177.1302,,normal beat
+1177.9552,,normal beat
+1178.7191,,normal beat
+1179.4885,,normal beat
+1180.2580,,normal beat
+1181.0774,,normal beat
+1181.9191,,normal beat
+1182.7441,,normal beat
+1183.5496,,normal beat
+1184.3885,,normal beat
+1185.1691,,normal beat
+1185.9385,,normal beat
+1186.7357,,normal beat
+1187.5635,,normal beat
+1188.4080,,normal beat
+1189.2468,,normal beat
+1190.0357,,normal beat
+1190.8274,,normal beat
+1191.6441,,normal beat
+1192.4329,,normal beat
+1193.2163,,normal beat
+1194.0746,,normal beat
+1194.9024,,normal beat
+1195.7496,,normal beat
+1196.5385,,normal beat
+1197.3163,,normal beat
+1198.0968,,normal beat
+1198.9302,,normal beat
+1199.7496,,normal beat
+1200.5802,,normal beat
+1201.4135,,normal beat
+1202.2191,,normal beat
+1203.0052,,normal beat
+1203.7885,,normal beat
+1204.5774,,normal beat
+1205.1135,,atrial premature contraction
+1206.1413,,normal beat
+1206.9802,,normal beat
+1207.8052,,normal beat
+1208.5996,,normal beat
+1209.3607,,normal beat
+1210.1607,,normal beat
+1210.9746,,normal beat
+1211.5246,,atrial premature contraction
+1212.5329,,normal beat
+1213.3857,,normal beat
+1214.2163,,normal beat
+1214.9996,,normal beat
+1215.7829,,normal beat
+1216.5691,,normal beat
+1217.4107,,normal beat
+1218.2496,,normal beat
+1219.0691,,normal beat
+1219.8829,,normal beat
+1220.7052,,normal beat
+1221.4996,,normal beat
+1222.2829,,normal beat
+1223.0885,,normal beat
+1223.9496,,normal beat
+1224.8163,,normal beat
+1225.6385,,normal beat
+1226.4385,,normal beat
+1227.2607,,normal beat
+1228.0802,,normal beat
+1228.9052,,normal beat
+1229.5079,,atrial premature contraction
+1230.5329,,normal beat
+1231.3996,,normal beat
+1232.2385,,normal beat
+1233.0218,,normal beat
+1233.8190,,normal beat
+1234.6468,,normal beat
+1235.2913,,atrial premature contraction
+1236.2774,,normal beat
+1237.1163,,normal beat
+1237.9385,,normal beat
+1238.7440,,normal beat
+1239.5163,,normal beat
+1240.2968,,normal beat
+1241.1107,,normal beat
+1241.9552,,normal beat
+1242.7829,,normal beat
+1243.5968,,normal beat
+1244.3885,,normal beat
+1245.1774,,normal beat
+1245.9663,,normal beat
+1246.7607,,normal beat
+1247.6024,,normal beat
+1248.4468,,normal beat
+1249.2996,,normal beat
+1250.1052,,normal beat
+1250.9024,,normal beat
+1251.6857,,normal beat
+1252.4857,,normal beat
+1253.3135,,normal beat
+1254.1690,,normal beat
+1255.0135,,normal beat
+1255.8357,,normal beat
+1256.6385,,normal beat
+1257.4385,,normal beat
+1258.2190,,normal beat
+1259.0274,,normal beat
+1259.8468,,normal beat
+1260.6996,,normal beat
+1261.5385,,normal beat
+1262.3440,,normal beat
+1262.9190,,atrial premature contraction
+1263.8802,,normal beat
+1264.7024,,normal beat
+1265.5218,,normal beat
+1266.3552,,normal beat
+1267.1913,,normal beat
+1268.0190,,normal beat
+1268.8079,,normal beat
+1269.5690,,normal beat
+1270.3690,,normal beat
+1271.2051,,normal beat
+1272.0468,,normal beat
+1272.6885,,atrial premature contraction
+1273.6774,,normal beat
+1274.4885,,normal beat
+1275.2857,,normal beat
+1276.0551,,normal beat
+1276.8440,,normal beat
+1277.6829,,normal beat
+1278.5413,,normal beat
+1279.3635,,normal beat
+1280.1607,,normal beat
+1280.9663,,normal beat
+1281.7579,,normal beat
+1282.5579,,normal beat
+1283.3718,,normal beat
+1284.2051,,normal beat
+1285.0579,,normal beat
+1285.8857,,normal beat
+1286.6579,,normal beat
+1287.4468,,normal beat
+1288.2357,,normal beat
+1289.0246,,normal beat
+1289.8913,,normal beat
+1290.7329,,normal beat
+1291.5551,,normal beat
+1292.3801,,normal beat
+1293.1607,,normal beat
+1293.9440,,normal beat
+1294.7329,,normal beat
+1295.5663,,normal beat
+1296.4079,,normal beat
+1297.2496,,normal beat
+1298.0774,,normal beat
+1298.8579,,normal beat
+1299.6607,,normal beat
+1300.4551,,normal beat
+1301.2746,,normal beat
+1302.1163,,normal beat
+1302.9579,,normal beat
+1303.7857,,normal beat
+1304.6107,,normal beat
+1305.3940,,normal beat
+1306.1940,,normal beat
+1307.0274,,normal beat
+1307.8801,,normal beat
+1308.7190,,normal beat
+1309.5662,,normal beat
+1310.3524,,normal beat
+1311.1635,,normal beat
+1311.9551,,normal beat
+1312.7468,,normal beat
+1313.5746,,normal beat
+1314.4468,,normal beat
+1315.2718,,normal beat
+1316.0885,,normal beat
+1316.8718,,normal beat
+1317.6718,,normal beat
+1318.4774,,normal beat
+1319.2829,,normal beat
+1320.1024,,normal beat
+1320.9635,,normal beat
+1321.8079,,normal beat
+1322.5996,,normal beat
+1323.3801,,normal beat
+1324.1801,,normal beat
+1324.9996,,normal beat
+1325.8524,,normal beat
+1326.6774,,normal beat
+1327.4940,,normal beat
+1328.3190,,normal beat
+1329.1107,,normal beat
+1329.8801,,normal beat
+1330.6662,,normal beat
+1331.4774,,normal beat
+1332.3135,,normal beat
+1333.1412,,normal beat
+1333.9385,,normal beat
+1334.7051,,normal beat
+1335.4968,,normal beat
+1336.2690,,normal beat
+1337.0551,,normal beat
+1337.8912,,normal beat
+1338.7246,,normal beat
+1339.5524,,normal beat
+1340.3468,,normal beat
+1341.1135,,normal beat
+1341.8635,,normal beat
+1342.6385,,normal beat
+1343.4274,,normal beat
+1344.2496,,normal beat
+1345.0551,,normal beat
+1345.8524,,normal beat
+1346.6274,,normal beat
+1347.4246,,normal beat
+1348.1996,,normal beat
+1349.0024,,normal beat
+1349.8301,,normal beat
+1350.7023,,normal beat
+1351.5440,,normal beat
+1352.3440,,normal beat
+1353.1357,,normal beat
+1353.9523,,normal beat
+1354.7746,,normal beat
+1355.6051,,normal beat
+1356.4440,,normal beat
+1357.3190,,normal beat
+1358.1412,,normal beat
+1358.9273,,normal beat
+1359.7135,,normal beat
+1360.5218,,normal beat
+1361.3607,,normal beat
+1362.2023,,normal beat
+1363.0412,,normal beat
+1363.8718,,normal beat
+1364.6857,,normal beat
+1365.4718,,normal beat
+1366.2496,,normal beat
+1367.0690,,normal beat
+1367.9023,,normal beat
+1368.7496,,normal beat
+1369.5718,,normal beat
+1370.3885,,normal beat
+1371.1746,,normal beat
+1371.9829,,normal beat
+1372.7746,,normal beat
+1373.5857,,normal beat
+1374.4135,,normal beat
+1375.2357,,normal beat
+1376.0273,,normal beat
+1376.8023,,normal beat
+1377.5662,,normal beat
+1378.3357,,normal beat
+1379.1635,,normal beat
+1379.7551,,atrial premature contraction
+1380.7607,,normal beat
+1381.5996,,normal beat
+1382.3996,,normal beat
+1383.1801,,normal beat
+1383.9718,,normal beat
+1384.7690,,normal beat
+1385.5885,,normal beat
+1386.4273,,normal beat
+1387.2690,,normal beat
+1388.0579,,normal beat
+1388.8523,,normal beat
+1389.6329,,normal beat
+1390.4134,,normal beat
+1391.2412,,normal beat
+1392.0690,,normal beat
+1392.9107,,normal beat
+1393.7357,,normal beat
+1394.5523,,normal beat
+1395.3218,,normal beat
+1396.1134,,normal beat
+1396.9107,,normal beat
+1397.7523,,normal beat
+1398.5996,,normal beat
+1399.4273,,normal beat
+1400.2218,,normal beat
+1401.0329,,normal beat
+1401.8162,,normal beat
+1402.5996,,normal beat
+1403.4079,,normal beat
+1404.2440,,normal beat
+1405.0829,,normal beat
+1405.9023,,normal beat
+1406.6607,,normal beat
+1407.4412,,normal beat
+1408.2468,,normal beat
+1409.0440,,normal beat
+1409.8662,,normal beat
+1410.7079,,normal beat
+1411.5523,,normal beat
+1412.3746,,normal beat
+1413.1773,,normal beat
+1413.9412,,normal beat
+1414.7746,,normal beat
+1415.6190,,normal beat
+1416.4523,,normal beat
+1417.2773,,normal beat
+1418.1107,,normal beat
+1418.8996,,normal beat
+1419.7023,,normal beat
+1420.4746,,normal beat
+1421.2773,,normal beat
+1422.1384,,normal beat
+1422.9912,,normal beat
+1423.7968,,normal beat
+1424.5857,,normal beat
+1425.3746,,normal beat
+1426.1773,,normal beat
+1426.9968,,normal beat
+1427.8162,,normal beat
+1428.6607,,normal beat
+1429.5218,,normal beat
+1430.3301,,normal beat
+1431.0940,,normal beat
+1431.8773,,normal beat
+1432.6718,,normal beat
+1433.5134,,normal beat
+1434.3634,,normal beat
+1435.1857,,normal beat
+1436.0273,,normal beat
+1436.8495,,normal beat
+1437.6468,,normal beat
+1438.4218,,normal beat
+1439.2412,,normal beat
+1440.0718,,normal beat
+1440.9273,,normal beat
+1441.7440,,normal beat
+1442.5190,,normal beat
+1443.3162,,normal beat
+1444.1162,,normal beat
+1444.8579,,normal beat
+1445.7301,,normal beat
+1446.5773,,normal beat
+1447.1718,,atrial premature contraction
+1448.1718,,normal beat
+1448.9634,,normal beat
+1449.7579,,normal beat
+1450.5801,,normal beat
+1451.4190,,normal beat
+1452.2634,,normal beat
+1453.0995,,normal beat
+1453.9329,,normal beat
+1454.7440,,normal beat
+1455.5523,,normal beat
+1456.3301,,normal beat
+1457.1579,,normal beat
+1458.0273,,normal beat
+1458.8829,,normal beat
+1459.6995,,normal beat
+1460.4995,,normal beat
+1461.2884,,normal beat
+1462.0968,,normal beat
+1462.9051,,normal beat
+1463.7245,,normal beat
+1464.5634,,normal beat
+1465.4134,,normal beat
+1466.2162,,normal beat
+1466.9940,,normal beat
+1467.7829,,normal beat
+1468.5801,,normal beat
+1469.4190,,normal beat
+1470.2579,,normal beat
+1471.1079,,normal beat
+1471.9356,,normal beat
+1472.7523,,normal beat
+1473.5301,,normal beat
+1474.3384,,normal beat
+1475.1579,,normal beat
+1475.9940,,normal beat
+1476.8551,,normal beat
+1477.6856,,normal beat
+1478.4912,,normal beat
+1479.2884,,normal beat
+1480.0773,,normal beat
+1480.8912,,normal beat
+1481.7106,,normal beat
+1482.5523,,normal beat
+1483.3662,,normal beat
+1484.1856,,normal beat
+1484.9773,,normal beat
+1485.7579,,normal beat
+1486.5579,,normal beat
+1487.3856,,normal beat
+1488.2440,,normal beat
+1489.0745,,normal beat
+1489.8995,,normal beat
+1490.6773,,normal beat
+1491.4718,,normal beat
+1492.2551,,normal beat
+1493.0690,,normal beat
+1493.9162,,normal beat
+1494.7634,,normal beat
+1495.6134,,normal beat
+1496.4079,,normal beat
+1497.2023,,normal beat
+1497.9940,,normal beat
+1498.8190,,normal beat
+1499.6495,,normal beat
+1500.4773,,normal beat
+1501.3106,,normal beat
+1502.1329,,normal beat
+1502.9218,,normal beat
+1503.7051,,normal beat
+1504.4884,,normal beat
+1505.3218,,normal beat
+1506.1829,,normal beat
+1507.0245,,normal beat
+1507.8468,,normal beat
+1508.6551,,normal beat
+1509.4634,,normal beat
+1510.2467,,normal beat
+1511.0634,,normal beat
+1511.9023,,normal beat
+1512.7495,,normal beat
+1513.5967,,normal beat
+1514.3940,,normal beat
+1515.1523,,normal beat
+1515.9467,,normal beat
+1516.7273,,normal beat
+1517.5162,,normal beat
+1518.3301,,normal beat
+1518.8662,,premature ventricular contraction
+1519.9967,,normal beat
+1520.7829,,normal beat
+1521.5495,,normal beat
+1522.3106,,normal beat
+1523.1495,,normal beat
+1523.9773,,normal beat
+1524.7940,,normal beat
+1525.6023,,normal beat
+1526.3940,,normal beat
+1527.1773,,normal beat
+1527.9717,,normal beat
+1528.7440,,normal beat
+1529.5523,,normal beat
+1530.4217,,normal beat
+1531.2579,,normal beat
+1532.0329,,normal beat
+1532.8190,,normal beat
+1533.5995,,normal beat
+1534.4023,,normal beat
+1535.2217,,normal beat
+1536.0384,,normal beat
+1536.8940,,normal beat
+1537.7440,,normal beat
+1538.5440,,normal beat
+1539.3162,,normal beat
+1540.1079,,normal beat
+1540.8967,,normal beat
+1541.7384,,normal beat
+1542.5634,,normal beat
+1543.3690,,normal beat
+1544.2051,,normal beat
+1545.0079,,normal beat
+1545.7940,,normal beat
+1546.5690,,normal beat
+1547.3773,,normal beat
+1548.2245,,normal beat
+1549.0745,,normal beat
+1549.8940,,normal beat
+1550.6606,,normal beat
+1551.4634,,normal beat
+1552.2578,,normal beat
+1553.0606,,normal beat
+1553.8745,,normal beat
+1554.7078,,normal beat
+1555.5467,,normal beat
+1556.3745,,normal beat
+1557.1551,,normal beat
+1557.9051,,normal beat
+1558.7245,,normal beat
+1559.5412,,normal beat
+1560.3662,,normal beat
+1561.1634,,normal beat
+1561.9662,,normal beat
+1562.7523,,normal beat
+1563.3662,,atrial premature contraction
+1564.2801,,normal beat
+1565.0634,,normal beat
+1565.9190,,normal beat
+1566.7495,,normal beat
+1567.5551,,normal beat
+1568.3356,,normal beat
+1569.1190,,normal beat
+1569.8995,,normal beat
+1570.6995,,normal beat
+1571.5023,,normal beat
+1572.3356,,normal beat
+1572.9412,,atrial premature contraction
+1573.9301,,normal beat
+1574.7190,,normal beat
+1575.5134,,normal beat
+1576.0523,,atrial premature contraction
+1577.0023,,normal beat
+1577.8523,,normal beat
+1578.6828,,normal beat
+1579.5106,,normal beat
+1580.3301,,normal beat
+1581.1217,,normal beat
+1581.8940,,normal beat
+1582.6717,,normal beat
+1583.4940,,normal beat
+1584.3495,,normal beat
+1585.1884,,normal beat
+1585.9912,,normal beat
+1586.7940,,normal beat
+1587.6051,,normal beat
+1588.4189,,normal beat
+1589.2273,,normal beat
+1590.0773,,normal beat
+1590.9162,,normal beat
+1591.7773,,normal beat
+1592.5773,,normal beat
+1593.3551,,normal beat
+1594.1467,,normal beat
+1594.9801,,normal beat
+1595.6356,,atrial premature contraction
+1596.6273,,normal beat
+1597.4856,,normal beat
+1598.2967,,normal beat
+1599.1051,,normal beat
+1599.8856,,normal beat
+1600.6884,,normal beat
+1601.5301,,normal beat
+1602.3939,,normal beat
+1603.2273,,normal beat
+1604.0439,,normal beat
+1604.8356,,normal beat
+1605.6245,,normal beat
+1606.4162,,normal beat
+1607.2217,,normal beat
+1608.0578,,normal beat
+1608.8995,,normal beat
+1609.5773,,atrial premature contraction
+1610.5273,,normal beat
+1611.3162,,normal beat
+1612.1023,,normal beat
+1612.9106,,normal beat
+1613.7412,,normal beat
+1614.5717,,normal beat
+1615.3967,,normal beat
+1616.2051,,normal beat
+1616.9967,,normal beat
+1617.7634,,normal beat
+1618.5217,,normal beat
+1619.2189,,normal beat
+1620.1078,,normal beat
+1620.9412,,normal beat
+1621.7245,,normal beat
+1622.4912,,normal beat
+1623.2301,,normal beat
+1623.9856,,normal beat
+1624.7301,,normal beat
+1625.4856,,normal beat
+1626.2606,,normal beat
+1627.0300,,normal beat
+1627.8078,,normal beat
+1628.5412,,normal beat
+1629.2356,,normal beat
+1629.9189,,normal beat
+1630.6384,,normal beat
+1631.3856,,normal beat
+1632.1439,,normal beat
+1632.8967,,normal beat
+1633.6467,,normal beat
+1634.3800,,normal beat
+1635.1189,,normal beat
+1635.8467,,normal beat
+1636.6023,,normal beat
+1637.3717,,normal beat
+1638.1856,,normal beat
+1638.9995,,normal beat
+1639.7662,,normal beat
+1640.5217,,normal beat
+1641.2856,,normal beat
+1642.0634,,normal beat
+1642.8245,,normal beat
+1643.6273,,normal beat
+1644.4412,,normal beat
+1645.2439,,normal beat
+1646.0300,,normal beat
+1646.8134,,normal beat
+1647.4106,,atrial premature contraction
+1648.2967,,normal beat
+1649.1189,,normal beat
+1649.9717,,normal beat
+1650.7773,,normal beat
+1651.5634,,normal beat
+1652.3745,,normal beat
+1653.1300,,normal beat
+1653.8939,,normal beat
+1654.6939,,normal beat
+1655.5328,,normal beat
+1656.3273,,normal beat
+1657.1773,,normal beat
+1657.9967,,normal beat
+1658.7106,,normal beat
+1659.4495,,normal beat
+1660.1939,,normal beat
+1660.9023,,normal beat
+1661.6273,,normal beat
+1662.3828,,normal beat
+1663.0912,,normal beat
+1663.8023,,normal beat
+1664.5050,,normal beat
+1665.1884,,normal beat
+1665.8412,,normal beat
+1666.5328,,normal beat
+1667.2606,,normal beat
+1668.0078,,normal beat
+1668.7189,,normal beat
+1669.4745,,normal beat
+1670.2023,,normal beat
+1670.9356,,normal beat
+1671.6634,,normal beat
+1672.3995,,normal beat
+1673.1384,,normal beat
+1673.9161,,normal beat
+1674.7023,,normal beat
+1675.4967,,normal beat
+1676.2634,,normal beat
+1677.0050,,normal beat
+1677.7467,,normal beat
+1678.5467,,normal beat
+1679.3439,,normal beat
+1680.1217,,normal beat
+1680.9661,,normal beat
+1681.8300,,normal beat
+1682.6023,,normal beat
+1683.3550,,normal beat
+1684.1467,,normal beat
+1684.9634,,normal beat
+1685.7773,,normal beat
+1686.6050,,normal beat
+1687.4300,,normal beat
+1688.2384,,normal beat
+1689.0078,,normal beat
+1689.7467,,normal beat
+1690.4884,,normal beat
+1691.2578,,normal beat
+1692.0439,,normal beat
+1692.8467,,normal beat
+1693.6523,,normal beat
+1694.4078,,normal beat
+1695.1717,,normal beat
+1695.9550,,normal beat
+1696.7300,,normal beat
+1697.5217,,normal beat
+1698.3300,,normal beat
+1699.1523,,normal beat
+1699.9606,,normal beat
+1700.7300,,normal beat
+1701.4967,,normal beat
+1702.2745,,normal beat
+1703.0773,,normal beat
+1703.8856,,normal beat
+1704.7023,,normal beat
+1705.5078,,normal beat
+1706.2745,,normal beat
+1707.0522,,normal beat
+1707.8217,,normal beat
+1708.5800,,normal beat
+1709.3606,,normal beat
+1710.2106,,normal beat
+1711.0217,,normal beat
+1711.8050,,normal beat
+1712.5717,,normal beat
+1713.3411,,normal beat
+1714.1272,,normal beat
+1714.9050,,normal beat
+1715.7078,,normal beat
+1716.5245,,normal beat
+1717.3550,,normal beat
+1718.1328,,normal beat
+1718.8995,,normal beat
+1719.6689,,normal beat
+1720.4495,,normal beat
+1721.2578,,normal beat
+1722.0856,,normal beat
+1722.9134,,normal beat
+1723.7245,,normal beat
+1724.5161,,normal beat
+1725.2828,,normal beat
+1726.0522,,normal beat
+1726.8356,,normal beat
+1727.6217,,normal beat
+1728.4634,,normal beat
+1729.2800,,normal beat
+1730.0634,,normal beat
+1730.8022,,normal beat
+1731.5745,,normal beat
+1732.3272,,normal beat
+1733.1022,,normal beat
+1733.8634,,normal beat
+1734.6717,,normal beat
+1735.4578,,normal beat
+1736.2439,,normal beat
+1736.9689,,normal beat
+1737.7189,,normal beat
+1738.4800,,normal beat
+1739.2717,,normal beat
+1740.0745,,normal beat
+1740.8745,,normal beat
+1741.6661,,normal beat
+1742.4467,,normal beat
+1743.2078,,normal beat
+1743.9634,,normal beat
+1744.7300,,normal beat
+1745.5300,,normal beat
+1746.3550,,normal beat
+1747.1689,,normal beat
+1747.6967,,atrial premature contraction
+1748.5939,,normal beat
+1749.3356,,normal beat
+1750.0745,,normal beat
+1750.8022,,normal beat
+1751.5578,,normal beat
+1752.3217,,normal beat
+1753.0828,,normal beat
+1753.8245,,normal beat
+1754.5439,,normal beat
+1755.2717,,normal beat
+1755.9883,,normal beat
+1756.7050,,normal beat
+1757.4661,,normal beat
+1758.2161,,normal beat
+1758.9689,,normal beat
+1759.7161,,normal beat
+1760.4661,,normal beat
+1761.1883,,normal beat
+1761.8967,,normal beat
+1762.6245,,normal beat
+1763.4050,,normal beat
+1764.1856,,normal beat
+1764.9828,,normal beat
+1765.7883,,normal beat
+1766.5717,,normal beat
+1767.3272,,normal beat
+1768.1106,,normal beat
+1768.9189,,normal beat
+1769.7356,,normal beat
+1770.5522,,normal beat
+1771.3995,,normal beat
+1772.2133,,normal beat
+1773.0050,,normal beat
+1773.7772,,normal beat
+1774.5717,,normal beat
+1775.3883,,normal beat
+1776.2383,,normal beat
+1777.0661,,normal beat
+1777.8856,,normal beat
